X,Y,Z,formation,formation_id
50.0,0.0,75.0,Claystone,1
49.2403876506104,8.682408883346517,75.0,Claystone,1
46.98463103929542,17.101007166283434,75.0,Claystone,1
43.30127018922194,24.999999999999996,75.0,Claystone,1
38.302222155948904,32.13938048432696,75.0,Claystone,1
32.13938048432697,38.302222155948904,75.0,Claystone,1
25.000000000000007,43.30127018922193,75.0,Claystone,1
17.10100716628344,46.984631039295415,75.0,Claystone,1
8.68240888334652,49.2403876506104,75.0,Claystone,1
3.061616997868383e-15,50.0,75.0,Claystone,1
-8.682408883346515,49.2403876506104,75.0,Claystone,1
-17.101007166283434,46.98463103929542,75.0,Claystone,1
-24.99999999999999,43.30127018922194,75.0,Claystone,1
-32.13938048432697,38.302222155948904,75.0,Claystone,1
-38.3022221559489,32.13938048432697,75.0,Claystone,1
-43.30127018922194,24.999999999999996,75.0,Claystone,1
-46.984631039295415,17.101007166283445,75.0,Claystone,1
-49.2403876506104,8.682408883346534,75.0,Claystone,1
-50.0,6.123233995736766e-15,75.0,Claystone,1
-49.24038765061041,-8.6824088833465,75.0,Claystone,1
-46.98463103929542,-17.101007166283434,75.0,Claystone,1
-43.30127018922194,-24.999999999999986,75.0,Claystone,1
-38.302222155948904,-32.13938048432696,75.0,Claystone,1
-32.13938048432697,-38.3022221559489,75.0,Claystone,1
-25.00000000000002,-43.301270189221924,75.0,Claystone,1
-17.10100716628347,-46.98463103929541,75.0,Claystone,1
-8.682408883346517,-49.2403876506104,75.0,Claystone,1
-9.184850993605149e-15,-50.0,75.0,Claystone,1
8.682408883346499,-49.24038765061041,75.0,Claystone,1
17.10100716628341,-46.98463103929543,75.0,Claystone,1
25.000000000000007,-43.30127018922193,75.0,Claystone,1
32.13938048432696,-38.302222155948904,75.0,Claystone,1
38.30222215594889,-32.13938048432698,75.0,Claystone,1
43.30127018922192,-25.00000000000002,75.0,Claystone,1
46.98463103929541,-17.101007166283473,75.0,Claystone,1
49.2403876506104,-8.68240888334652,75.0,Claystone,1
50.0,0.0,50.0,Sandstone,2
49.2403876506104,8.682408883346517,50.0,Sandstone,2
46.98463103929542,17.101007166283434,50.0,Sandstone,2
43.30127018922194,24.999999999999996,50.0,Sandstone,2
38.302222155948904,32.13938048432696,50.0,Sandstone,2
32.13938048432697,38.302222155948904,50.0,Sandstone,2
25.000000000000007,43.30127018922193,50.0,Sandstone,2
17.10100716628344,46.984631039295415,50.0,Sandstone,2
8.68240888334652,49.2403876506104,50.0,Sandstone,2
3.061616997868383e-15,50.0,50.0,Sandstone,2
-8.682408883346515,49.2403876506104,50.0,Sandstone,2
-17.101007166283434,46.98463103929542,50.0,Sandstone,2
-24.99999999999999,43.30127018922194,50.0,Sandstone,2
-32.13938048432697,38.302222155948904,50.0,Sandstone,2
-38.3022221559489,32.13938048432697,50.0,Sandstone,2
-43.30127018922194,24.999999999999996,50.0,Sandstone,2
-46.984631039295415,17.101007166283445,50.0,Sandstone,2
-49.2403876506104,8.682408883346534,50.0,Sandstone,2
-50.0,6.123233995736766e-15,50.0,Sandstone,2
-49.24038765061041,-8.6824088833465,50.0,Sandstone,2
-46.98463103929542,-17.101007166283434,50.0,Sandstone,2
-43.30127018922194,-24.999999999999986,50.0,Sandstone,2
-38.302222155948904,-32.13938048432696,50.0,Sandstone,2
-32.13938048432697,-38.3022221559489,50.0,Sandstone,2
-25.00000000000002,-43.301270189221924,50.0,Sandstone,2
-17.10100716628347,-46.98463103929541,50.0,Sandstone,2
-8.682408883346517,-49.2403876506104,50.0,Sandstone,2
-9.184850993605149e-15,-50.0,50.0,Sandstone,2
8.682408883346499,-49.24038765061041,50.0,Sandstone,2
17.10100716628341,-46.98463103929543,50.0,Sandstone,2
25.000000000000007,-43.30127018922193,50.0,Sandstone,2
32.13938048432696,-38.302222155948904,50.0,Sandstone,2
38.30222215594889,-32.13938048432698,50.0,Sandstone,2
43.30127018922192,-25.00000000000002,50.0,Sandstone,2
46.98463103929541,-17.101007166283473,50.0,Sandstone,2
49.2403876506104,-8.68240888334652,50.0,Sandstone,2
50.0,0.0,25.0,Mudstone,3
49.2403876506104,8.682408883346517,25.0,Mudstone,3
46.98463103929542,17.101007166283434,25.0,Mudstone,3
43.30127018922194,24.999999999999996,25.0,Mudstone,3
38.302222155948904,32.13938048432696,25.0,Mudstone,3
32.13938048432697,38.302222155948904,25.0,Mudstone,3
25.000000000000007,43.30127018922193,25.0,Mudstone,3
17.10100716628344,46.984631039295415,25.0,Mudstone,3
8.68240888334652,49.2403876506104,25.0,Mudstone,3
3.061616997868383e-15,50.0,25.0,Mudstone,3
-8.682408883346515,49.2403876506104,25.0,Mudstone,3
-17.101007166283434,46.98463103929542,25.0,Mudstone,3
-24.99999999999999,43.30127018922194,25.0,Mudstone,3
-32.13938048432697,38.302222155948904,25.0,Mudstone,3
-38.3022221559489,32.13938048432697,25.0,Mudstone,3
-43.30127018922194,24.999999999999996,25.0,Mudstone,3
-46.984631039295415,17.101007166283445,25.0,Mudstone,3
-49.2403876506104,8.682408883346534,25.0,Mudstone,3
-50.0,6.123233995736766e-15,25.0,Mudstone,3
-49.24038765061041,-8.6824088833465,25.0,Mudstone,3
-46.98463103929542,-17.101007166283434,25.0,Mudstone,3
-43.30127018922194,-24.999999999999986,25.0,Mudstone,3
