X,Y,Z,azimuth,dip,polarity,formation,formation_id
-704840,4530654,344,283,60,1,Upper Carboniferous Volcanics,51
-697098,4543927,271,284,55,1,Upper Devonian Siliciclastics,40
-681850,4530352,161,286,47,1,Upper Devonian Siliciclastics,40
-681855,4530372,286,318,30,1,Upper Devonian Siliciclastics,40
-698630,4538978,367,0,0,1,Tournaisian Plutonites,1
-705656,4548904,357,134,38,1,Mid Carboniferous Shales,76
-703766,4548057,393,8,80,1,Upper Carboniferous Volcanics,503
-702385,4548338,339,17,80,1,Upper Carboniferous Volcanics,459
-701112,4548706,372,33,80,1,Upper Carboniferous Volcanics,462
-699803,4548937,304,15,80,1,Upper Carboniferous Volcanics,465
-702240,4530674,339,178,80,1,Upper Carboniferous Volcanics,204
-700747,4530651,351,175,80,1,Upper Carboniferous Volcanics,201
-698793,4530772,392,152,80,1,Upper Carboniferous Volcanics,197
-696319,4531002,265,177,80,1,Upper Carboniferous Volcanics,192
-694922,4530496,232,340,80,1,Upper Carboniferous Volcanics,496
-696661,4529687,268,331,80,1,Upper Carboniferous Volcanics,492
-698831,4528912,289,270,80,1,Upper Carboniferous Volcanics,499
-704875,4547579,421,230,-80,1,Tournaisian Plutonites,239
-704083,4546109,456,278,-80,1,Tournaisian Plutonites,243
-703527,4545376,399,155,-80,1,Tournaisian Plutonites,250
-702201,4545068,373,190,-80,1,Tournaisian Plutonites,253
-702590,4543987,355,240,-80,1,Tournaisian Plutonites,256
-701976,4542406,371,174,-80,1,Tournaisian Plutonites,260
-699648,4544262,271,5,-80,1,Tournaisian Plutonites,118
-695279,4543351,215,165,-80,1,Tournaisian Plutonites,472
-692429,4541732,219,230,-80,1,Tournaisian Plutonites,280
-688958,4540604,287,180,-80,1,Tournaisian Plutonites,288
-687674,4537940,317,332,-80,1,Tournaisian Plutonites,304
-693327,4538250,320,340,-80,1,Tournaisian Plutonites,140
-695596,4536354,311,235,-80,1,Tournaisian Plutonites,147
-692417,4534570,344,235,-80,1,Tournaisian Plutonites,156
-689300,4530782,329,212,-80,1,Tournaisian Plutonites,42
-685612,4529745,350,193,-80,1,Tournaisian Plutonites,34
-702086,4547617,305,57,-80,1,Tournaisian Plutonites,456
-702050,4546343,388,90,-80,1,Tournaisian Plutonites,450
-699276,4544496,301,1,-80,1,Tournaisian Plutonites,440
-695971,4545025,228,17,-80,1,Tournaisian Plutonites,432
-690920,4544663,270,2,-80,1,Tournaisian Plutonites,365
-685649,4542597,305,10,-80,1,Tournaisian Plutonites,352
-680364,4541714,311,35,-80,1,Tournaisian Plutonites,325
-678590,4538774,303,136,-80,1,Tournaisian Plutonites,410
-681204,4536335,298,116,-80,1,Tournaisian Plutonites,402
-681857,4533030,154,77,-80,1,Tournaisian Plutonites,394
-684465,4533598,139,185,-80,1,Tournaisian Plutonites,428
-686429,4532274,141,105,-80,1,Tournaisian Plutonites,85
-684187,4531110,220,32,-80,1,Tournaisian Plutonites,91
-681889,4530922,195,0,-80,1,Tournaisian Plutonites,96
-679527,4530507,127,339,-80,1,Tournaisian Plutonites,389
