X,Y,Z,azimuth,dip,polarity,formation,formation_id
50.0,0.0,75.0,270.0,0.0,1,Claystone,1
49.2403876506104,8.682408883346517,75.0,260.0,0.0,1,Claystone,1
46.98463103929542,17.101007166283434,75.0,250.0,0.0,1,Claystone,1
43.30127018922194,24.999999999999996,75.0,240.0,0.0,1,Claystone,1
38.302222155948904,32.13938048432696,75.0,230.0,0.0,1,Claystone,1
32.13938048432697,38.302222155948904,75.0,220.0,0.0,1,Claystone,1
25.000000000000007,43.30127018922193,75.0,210.0,0.0,1,Claystone,1
17.10100716628344,46.984631039295415,75.0,200.0,0.0,1,Claystone,1
8.68240888334652,49.2403876506104,75.0,190.0,0.0,1,Claystone,1
3.061616997868383e-15,50.0,75.0,180.0,0.0,1,Claystone,1
-8.682408883346515,49.2403876506104,75.0,170.0,0.0,1,Claystone,1
-17.101007166283434,46.98463103929542,75.0,160.0,0.0,1,Claystone,1
-24.99999999999999,43.30127018922194,75.0,150.0,0.0,1,Claystone,1
-32.13938048432697,38.302222155948904,75.0,140.0,0.0,1,Claystone,1
-38.3022221559489,32.13938048432697,75.0,130.0,0.0,1,Claystone,1
-43.30127018922194,24.999999999999996,75.0,120.0,0.0,1,Claystone,1
-46.984631039295415,17.101007166283445,75.0,110.0,0.0,1,Claystone,1
-49.2403876506104,8.682408883346534,75.0,100.0,0.0,1,Claystone,1
-50.0,6.123233995736766e-15,75.0,90.0,0.0,1,Claystone,1
-49.24038765061041,-8.6824088833465,75.0,80.0,0.0,1,Claystone,1
-46.98463103929542,-17.101007166283434,75.0,70.0,0.0,1,Claystone,1
-43.30127018922194,-24.999999999999986,75.0,60.0,0.0,1,Claystone,1
-38.302222155948904,-32.13938048432696,75.0,50.0,0.0,1,Claystone,1
-32.13938048432697,-38.3022221559489,75.0,40.0,0.0,1,Claystone,1
-25.00000000000002,-43.301270189221924,75.0,30.0,0.0,1,Claystone,1
-17.10100716628347,-46.98463103929541,75.0,20.000000000000057,0.0,1,Claystone,1
-8.682408883346517,-49.2403876506104,75.0,10.0,0.0,1,Claystone,1
-9.184850993605149e-15,-50.0,75.0,0.0,0.0,1,Claystone,1
8.682408883346499,-49.24038765061041,75.0,350.0,0.0,1,Claystone,1
17.10100716628341,-46.98463103929543,75.0,340.00000000000006,0.0,1,Claystone,1
25.000000000000007,-43.30127018922193,75.0,330.0,0.0,1,Claystone,1
32.13938048432696,-38.302222155948904,75.0,320.0,0.0,1,Claystone,1
38.30222215594889,-32.13938048432698,75.0,310.0,0.0,1,Claystone,1
43.30127018922192,-25.00000000000002,75.0,300.0,0.0,1,Claystone,1
46.98463103929541,-17.101007166283473,75.0,290.00000000000006,0.0,1,Claystone,1
49.2403876506104,-8.68240888334652,75.0,280.0,0.0,1,Claystone,1
50.0,0.0,50.0,270.0,0.0,1,Sandstone,2
49.2403876506104,8.682408883346517,50.0,260.0,0.0,1,Sandstone,2
46.98463103929542,17.101007166283434,50.0,250.0,0.0,1,Sandstone,2
43.30127018922194,24.999999999999996,50.0,240.0,0.0,1,Sandstone,2
38.302222155948904,32.13938048432696,50.0,230.0,0.0,1,Sandstone,2
32.13938048432697,38.302222155948904,50.0,220.0,0.0,1,Sandstone,2
25.000000000000007,43.30127018922193,50.0,210.0,0.0,1,Sandstone,2
17.10100716628344,46.984631039295415,50.0,200.0,0.0,1,Sandstone,2
8.68240888334652,49.2403876506104,50.0,190.0,0.0,1,Sandstone,2
3.061616997868383e-15,50.0,50.0,180.0,0.0,1,Sandstone,2
-8.682408883346515,49.2403876506104,50.0,170.0,0.0,1,Sandstone,2
-17.101007166283434,46.98463103929542,50.0,160.0,0.0,1,Sandstone,2
-24.99999999999999,43.30127018922194,50.0,150.0,0.0,1,Sandstone,2
-32.13938048432697,38.302222155948904,50.0,140.0,0.0,1,Sandstone,2
-38.3022221559489,32.13938048432697,50.0,130.0,0.0,1,Sandstone,2
-43.30127018922194,24.999999999999996,50.0,120.0,0.0,1,Sandstone,2
-46.984631039295415,17.101007166283445,50.0,110.0,0.0,1,Sandstone,2
-49.2403876506104,8.682408883346534,50.0,100.0,0.0,1,Sandstone,2
